n1	t	n2
attention I.1	Anti	inattention
attention I.1	A1	attentif I
attention I.1	Adv1	attentivement
atterrir	S0	atterrissage
atterrir	Syn	se poser I.2
atterrir	Contr	décoller 2 I
attirer I.2	S0	attirance
attirer I.2	Able2	attirable
attitude II.1	Syn	comportement
attitude II.1	Oper1	adopter II
attitude II.1	Oper1	manifester 1
attitude II.1	Oper1	observer III
attitude II.1	Oper1	conserver IV
attitude II.1	Oper1	garder III
attrait	A2	attrayant
attrait	Syn	charme 1 II.2
attraper II	Syn	ramasser II
attraper II	Syn	choper II
attraper II	Syn	contracter III
au revoir 1	Contr	bonjour a
audition I	A0	auditif
audition I	Syn	ouïe
augmenter II	S0	augmentation II
augmenter II	Able2	augmentable
augmenter II	Syn	creuser III.1
augmenter II	Syn	multiplier II.2
aujourd’hui 2	Syn	maintenant I.2a
aujourd’hui 2	Syn	à présent
aujourd’hui 2	Anti	autrefois
aujourd’hui 2	Anti	hier 2
aujourd’hui 2	Anti	demain 2
auparavant 1	Syn	avant Prép I.2
aussi	Syn	également 2
aussitôt	Syn	immédiatement
autant	Syn	également 1
auteur II.a	Syn	auteure II.a
authentique I.2	Anti	inauthentique
authentique I.2	Adv0	authentiquement
authentique I.2	Syn	véritable I
auto I	Syn	voiture 2a
auto I	Syn	bagnole
auto I	Syn	caisse III
auto I	Syn	automobile N I
autobus	Syn	bus
autocar	Syn	car N
autocar	Syn	autobus
autocar	Syn	bus
autocar	Gener	véhicule I.b
autocar	S2	passager N
autocar	S2	passagère
autocar	S2	usager
autocar	S2	usagère
autocar	S2	voyageur N
autocar	S2	voyageuse
autocar	Real1	conduire II
autocar	Fact0	rouler 1 VI.2a
autocar	S1	chauffeur
autocar	S1	conducteur I.b
autocar	S1	conductrice b
autocar	Instr	en Prép IV.1
autocar	Loc	à bord II
autocar	Loc	dans I.1
autocar	Real2	aller V I.1a
autocar	Real2	se déplacer I.2b
autocar	Real2	voyager I
autocar	Real2	prendre III.1b
autocar	Real2	monter II.1
autocar	Real2	prendre place
autocar	Fact2	transporter II
autocar	Real2	descendre IV
automatique Adj	S0	automatisme
automatique Adj	Adv0	automatiquement
automne	A0	automnal
automne	Gener	saison
automne	S1	année 2a
automobile N II	Gener	secteur
automobile N II	S1	ouvrier N
automobile N II	S1	ouvrière
automobile N II	S2	véhicule I.b
automobile N II	S2	automobile N I
autonomie	Syn	indépendance
autoriser	S0	autorisation
autoriser	A2	autorisé
autoriser	Anti	interdire
autoriser	Syn	approuver II.2
autorité	Able1	autoritaire
autorité	Adv1	autoritairement
autorité	Syn	contrôle II
autorité	Syn	maîtrise
autoroute I	A0	autoroutier
autoroute I	S1	automobiliste N, masc
autoroute I	S1	automobiliste N, fém
autoroute I	S1	véhicule I.b
autoroute I	Gener	route I
autoroute I	Syn	nationale
autoroute I	Syn	route nationale
autoroute I	Syn	quatre-voies
autoroute I	Syn	voie rapide
autoroute I	Syn	voie express
autoroute I	Syn	rocade
autoroute I	S1	usager
autoroute I	S1	usagère
autoroute I	Loc	sur I.2
autoroute I	Real1	s’engager I.1
autoroute I	Real1	entrer I.2
autoroute I	Real1	prendre III.1a
autoroute I	Real1	rejoindre III
autoroute I	Real1	rouler 1 VI.2a
autoroute I	Real1	emprunter III
autoroute I	Real1	prendre III.1b
autoroute I	Real1	quitter II.2
autoroute I	Real1	sortir I.2
autoroute I	Func0	construire I
autoroute I	Ver	en service
autoroute I	Ver	ouvert II.1
autoroute I	Sing	voie I.1b
autoroute I	Sing	bande de circulation
autoroute I	Sing	bande d’arrêt d’urgence
autoroute I	Sing	péage II
autoroute I	Sing	entrée I.2
autoroute I	Sing	sortie II
autoroute I	Fact0	fermer II.1
autoroute I	AntiVer	fermé II
autoroute I	Fact0	ouvrir II.1
autoroute I	Instr	par I
autoroute I	Instr	sur I.2
autour I.1	Syn	alentour
autour I.1	Syn	auprès de I
autour I.1	Syn	près I.1
autre Adj	Syn	distinct I
autrefois	Syn	dans le temps II
autrefois	Syn	jadis
autrefois	Syn	antan
autrement	Syn	différemment
autrement	A0	autre Adj
avaler I.1	S0	avalement
avaler I.1	Syn	ingérer
avaler I.1	Syn	avaler I.2
avaler I.1	Syn	boire V I.1
avaler I.1	Syn	manger V I.1a
avancer I.1	Anti	reculer I.1
avancer I.1	Syn	s’avancer
avancer I.1	AntiMagn	difficilement I
avancer I.1	AntiMagn	péniblement
avancer I.1	Magn	rapidement I
avancer I.1	Magn	vite 1
avancer I.1	Magn	à toute vitesse
avancer I.1	Magn	à la vitesse de [Y]
avancer I.1	AntiMagn	lentement
avancer I.1	Syn	se déplacer I.2a
avancer I.1	S0	avancement I.1
avancer I.1	S0	avancée I
avantage I.1	Anti	désavantage
avantager	Anti	désavantager
avantager	Syn	favoriser I
avantager	Syn	privilégier
avant-hier	Contr	après-demain
avenir	Syn	futur N I
avenir	Anti	passé N I
aventure	V0	s’aventurer
aventure	Able1	aventureux
aventure	Able1	aventurier Adj
avenue	Gener	voie I.1a
averse I	Syn	précipitation III
averse I	Syn	grain IV
averse I	Syn	ondée
averse I	Syn	déluge I
averse I	Syn	giboulée
averse I	Syn	douche III
averse I	Syn	rincée
averse I	Syn	saucée
averse I	Syn	sauce II
averse I	Syn	drache
averse I	Syn	grésil
averse I	Syn	pluie I
averse I	Syn	chute III
averse I	Syn	orage I
averse I	Syn	ciel I.1
averse I	Gener	précipitation III
averse I	S2	neige I.1
averse I	S2	grêle I
averse I	S2	pluie I
averse I	S2	cendre 2
averse I	Sing	goutte 1 I
averse I	Magn	continuel
averse I	Magn	incessant
averse I	Magn	bon Adj II.2
averse I	Magn	beau Adj IV
averse I	Magn	abondant I.1
averse I	Magn	gros Adj VI
averse I	Magn	copieux
averse I	Magn	fort Adj II.1
averse I	Magn	intense
averse I	Magn	important 2
averse I	Magn	puissant Adj II.1
averse I	Magn	soutenu
averse I	Magn	brutal II
averse I	Magn	violent Adj II
averse I	Magn	méchant Adj II
averse I	Magn	sacré II.2
averse I	Magn	énorme II
averse I	Magn	torrentiel II
averse I	Magn	déluge I
averse I	Plus	s’accroître
averse I	Plus	redoubler
averse I	AntiMagn	petit Adj III.1
averse I	AntiMagn	léger IV
averse I	AntiMagn	faible Adj II.a
averse I	AntiMagn	bref I
averse I	AntiMagn	court Adj III.1
averse I	AntiMagn	passager Adj
averse I	AntiMagn	petit Adj III.2
averse I	AntiMagn	résiduel
averse I	Minus	s’apaiser
averse I	Minus	se calmer I
averse I	Minus	diminuer III.2
averse I	Minus	faiblir
averse I	Func0	tomber V I.2b
averse I	Func0	commencer I.1
averse I	Func0	éclater II
averse I	Func0	s’arrêter II.a
averse I	Func0	cesser 1
averse I	Func0	passer V.1b
averse I	Involv	tomber V I.2b
averse I	Involv	arroser I.3
averse I	Involv	être V IV.2a
averse I	Involv	recevoir III.1
averse I	Involv	essuyer II
averse I	Involv	prendre IV.1
avertir 1	S0	avertissement 1
avertir 1	A2	averti
avertir 1	Syn	informer 1
aveugle Adj I	S1	aveugle N, masc
aveugle Adj I	S1	aveugle N, fém
aveugle Adj I	Anti	voyant Adj III
aviation II	Sing	avion I
avion I	Mult	flotte I.2
avion I	S2	passager N
avion I	S2	passagère
avion I	S2	voyageur N
avion I	S2	voyageuse
avion I	S2	cargaison
avion I	S2	fret I
avion I	Real1	piloter 1
avion I	Real1	voler 1 II.1
avion I	Fact0	voler 1 I.2
avion I	S1	aviateur
avion I	S1	aviatrice
avion I	S1	pilote N, fém
avion I	S1	pilote N, masc 1
avion I	Fact0	décoller 2 I
avion I	Fact0	atterrir
avion I	Fact0	se poser I.2
avion I	Fact2	transporter II
avion I	Real2	prendre III.1b
avion I	Real2	voler 1 II.2
avion I	Sloc	aéroport
avion I	Sloc	aérodrome
avion I	Cap	commandant de bord
avion I	Cap	commandante de bord
avion I	Equip	équipage
avion I	Real2	descendre IV
avion I	Loc	à bord II
avion I	Loc	dans I.1
avion I	Real2	avion II
avion I	Real2	vol 1 2b
avion I	Instr	en Prép IV.1
avion I	Instr	par II.1
avion I	Syn	avionnette
avion I	Syn	appareil II
avion I	Equip	pilote N, masc 1
avion I	Equip	navigateur I.b
avion I	Equip	hôtesse de l’air
avion I	Equip	steward
avion I	Gener	véhicule volant
avion I	Gener	aéronef
avion I	Fact0	poser III
avion I	Real2	manquer V.2
avion I	Real2	louper II
avion I	Real2	rater II.2
avion I	Labreal12	transporter I
avion I	Labreal12	aéroporter
avion I	A0	aéroporté II
avion I	A2	aéroporté I
avion I	Real2	embarquer I.1b
avion I	Real2	monter II.1
avion I	Real2	prendre place
avion I	Smed	carburéacteur
avion I	Smed	kérosène
avion I	Sing	aile II.1
avion I	Sing	hélice
avion I	Sing	moteur N
avion I	Sing	réacteur II
avion I	Sing	train d’atterrissage
avion I	Sing	cockpit 2
avion I	Sing	siège I.1
avion I	Sing	ceinture I.3
avion I	Sing	soute
avion I	Sing	queue I.3b
avion I	Sing	carlingue
avion I	Sing	fuselage
avion I	Mult	aviation II
avis I	Syn	opinion
avocat 1 I	Syn	avocate I
avocat 1 I	S2	client
avocat 1 I	S2	cliente
avocat 1 I	S3	cause II.1
avocat 1 I	S3	procès
avocat 1 I	S3	poursuite II
avocat 1 I	Syn	membre du barreau
avocat 1 I	Syn	juriste N, masc
avocat 1 I	Gener	métier
avocat 1 I	Gener	profession
avocat 1 I	Gener	homme de loi
avocat 1 I	Syn	défenseur II.2
avocat 1 I	Syn	plaideur
avocat 1 I	A0	avocassier
avocat 1 I	Real2	consulter I.1
avocat 1 I	Real2	faire appel
avocat 1 I	Real2	prendre II.2
avocat 1 I	Real2	se payer I
avocat 1 I	Sloc	cabinet II.a
avocat 1 I	Sloc	Cour II
avocat 1 I	Fact0	exercer II.2
avocat 1 I	Fact2	conseiller V 2
avocat 1 I	Fact2	représenter II
avocat 1 I	Fact2	défendre II.1
avocat 1 I	Ver	habile II
avocat 1 I	Ver	disert
avocat 1 I	Ver	éloquent
avocat 1 I	Bon	grand Adj III.3b
avocat 1 I	Bon	renommé
avocat 1 I	Bon	éminent
avocat 1 I	Bon	ténor II
avocat 1 I	AntiBon	mauvais Adj I.1a
avocat 1 I	AntiBon	piètre
avocat 1 I	AntiBon	avocaillon
avocat 1 I	AntiVer	marron Adj 2
avocat 1 I	AntiVer	véreux
avocat 1 I	Liqu	radier
avocat 1 I	Pred	prendre la robe
avocat 1 I	Pred	quitter la robe
avoir V I.1	Syn	disposer II
avoir V I.1	Syn	posséder I
avoir V I.1	Conv-ij	appartenir I
avoir V I.1	S1	propriétaire N, masc
avoir V I.1	S1	propriétaire N, fém
avoir V I.1	S2	propriété II.1
avorter	S0	avortement
avouer	S0	aveu
avouer	Able2	avouable
avouer	Syn	manger le morceau
avouer	Syn	se mettre à table
avouer	Syn	vider son sac
avril	Gener	mois b
bactérie	A0	bactérien
baguette I.1	Contr	bâton 1
baguette I.1	S2	bois II
se baigner II	Syn	nager I.b
baignoire	Syn	douche II.1
baignoire	Sloc	salle de bain
bâiller	S0	bâillement
bâiller	Magn	aux corneilles
bain I.1	V0	se baigner I
baiser N	Syn	bisou
baisser I.1	S0	abaissement I.2
baisser I.1	Anti	lever V I
bal	Syn	fête II
balade	V0	se balader
balade	Syn	promenade I.a
balai 1 I.1	S2	sol 1 I.2
balai 1 I.1	S2	plancher N
balai 1 I.1	S1	balayeur
balai 1 I.1	S1	balayeuse I
balai 1 I.1	S2	poussière 1
balai 1 I.1	S2	saleté I.3
balai 1 I.1	S2	balayures
balai 1 I.1	Real1	coup II.2a
balai 1 I.1	Labreal12	balayage
balai 1 I.1	Sing	manche N, masc I.1
balai 1 I.1	Sing	pommeau 1
balai 1 I.1	Real1	passer VII.1
balai 1 I.1	Real1	manier
balai 1 I.1	Real1	jouer VI.1
balai 1 I.1	Real1	prendre I.1
balai 1 I.1	Real1	saisir I
balai 1 I.1	Labreal12	nettoyer I.1a
balai 1 I.1	Labreal12	balayer I.1a
balai 1 I.1	AntiMagn	petit Adj I.1
balai 1 I.1	AntiMagn	balayette 1
balayer I.1a	S1	balayeuse I
balayer I.1a	S1	balayeur
balayer I.1a	S3	balayeuse II
balayer I.1a	S3	balai 1 I.1
balayer I.1a	S0	balayage
balayer I.1a	S4	balayures
baleine I	Gener	animal N I.1a
ballon 1 I	Syn	balle I
banal 1	S0	banalité I
banal 1	Adv0	banalement
banal 1	Syn	courant Adj 2 2
banal 1	Syn	ordinaire Adj
banane	A0	bananier Adj
banane	Mult	régime 2
banane	Sloc	bananier N
banane	Gener	fruit I.2
bande 1 I.1	Syn	bandelette
bandit I	Syn	voleur N I
bandit I	Syn	pilleur
bandit I	Syn	gangster I
bandit I	Syn	voyou N 1
bandit I	Syn	brigand I
bandit I	Syn	hors-la-loi
bandit I	S3	victime N I.1
bandit I	Mult	bande 2
bandit I	Mult	gang
bandit I	Mult	horde 1
bandit I	Magn	dangereux 2
bandit I	Fact3	attaquer I.1
bandit I	Fact3	dépouiller
bandit I	Fact3	détrousser
bandit I	Fact3	piller
bandit I	Fact3	voler 2 I
bandit I	Fact0	banditisme
bandit I	Sloc	repaire
bandit I	Real@	poursuivre I.1
bandit I	Real@	pourchasser
bandit I	Real@	rechercher I.2
bandit I	Real@	traquer
bandit I	Real@	appréhender
bandit I	Real@	arrêter IV.1
bandit I	Real@	écrouer
bandit I	Real@	emprisonner
bandit I	Real@	enfermer 2
bandit I	Real@	incarcérer
bandit I	Magn	de grand chemin I
bandit I	Fact2	commettre
bandit I	Fact2	se livrer III
bandit I	Real@	châtier 1
bandit I	Real@	condamner
bandit I	Real@	punir 1
bandit I	Real@	exécuter II
bandit I	Syn	criminel N
bandit I	Syn	malfaiteur
bandit I	Syn	malfrat
banlieue	A0	banlieusard Adj
banlieue	S1	banlieusarde
banlieue	S1	banlieusard N
banlieue	AntiBon	zone II
banque	A0	bancaire
banque	S1	banquière
banque	S1	banquier
banque	S2	client
banque	S2	cliente
banque	S2	clientèle
bar 1 I	S2	barman
bar 1 I	S2	barmaid
bar 1 I	Syn	café III
barbe I.1	Syn	barbouze I
barbe I.1	S1	barbu N I.1
barbe I.1	A1	barbu Adj I.1
barbe I.1	AntiMagn	court Adj I
barbe I.1	AntiMagn	barbiche 1
barbe I.1	AntiMagn	barbichette
barbe I.1	Oper1	raser b
barbe I.1	AntiMagn	clairsemé
barbe I.1	Syn	poil II.3
barre 1	Syn	bâton 1
barre 1	Syn	barreau
barre 1	Syn	lisse N 3
barrière I	Syn	clôture I
barrière I	Syn	lice 2 1
barrière I	Fact1	mettre I.1a
bas Adj I.1	Anti	haut Adj I.1
bas Adv	Anti	haut Adv
bas N I	Anti	haut N
base 1 I.1	Syn	fondations
basé I	Syn	situé
basket N, masc 1	S1	joueur N 2
basket N, masc 1	S1	joueuse 2
basket N, masc 1	S1	basketteur
basket N, masc 1	S1	basketteuse
basket N, masc 1	Gener	sport N I
basket N, masc 1	S1	équipe 2
basket N, masc 1	Sinstr	ballon 1 I
basket N, masc 1	Sinstr	panier II
basket N, masc 1	Sloc	terrain II
basket N, masc 1	Oper1	faire II.1
basket N, masc 1	Oper1	jouer II.2
basket N, masc 1	Sing	match
basket N, masc 1	Sing	partie III.1
basket N, masc 1	Sing	basket N, masc 2
basket N, masc 1	Sing	rencontre 3
basket N, masc 1	Sing	compétition
basket N, masc 1	Sing	tournoi
basket N, masc 1	Sing	championnat
basket N, masc 1	Oper1	pratiquer I
basket N, masc 1	Sing	quart-temps
basket N, masc 1	Sing	période 2
basket N, masc 1	Syn	basket-ball 1
bateau N 1 I	Equip	marin N
bateau N 1 I	Equip	pilote N, masc 2
bateau N 1 I	Equip	timonier
bateau N 1 I	Equip	matelot
bateau N 1 I	Equip	mousse N, masc
bateau N 1 I	Mult	flottille
bateau N 1 I	Mult	flotte I.1
bateau N 1 I	Syn	navire
bateau N 1 I	Syn	bâtiment II
bateau N 1 I	Syn	vaisseau II
bateau N 1 I	Syn	engin de navigation
bateau N 1 I	Syn	embarcation
bateau N 1 I	Syn	radeau
bateau N 1 I	Fact0	naviguer I.2
bateau N 1 I	Equip	équipage
bateau N 1 I	Syn	barque
bateau N 1 I	Syn	esquif
bateau N 1 I	Syn	bac 2 II
bateau N 1 I	Syn	barge
bateau N 1 I	Syn	bateau-citerne
bateau N 1 I	Syn	bateau-mouche
bateau N 1 I	Syn	brise-glace
bateau N 1 I	Syn	cargo
bateau N 1 I	Syn	chalutier
bateau N 1 I	Syn	drakkar
bateau N 1 I	Syn	ferry
bateau N 1 I	Syn	frégate
bateau N 1 I	Syn	galère
bateau N 1 I	Syn	paquebot
bateau N 1 I	Syn	péniche
bateau N 1 I	Syn	pétrolier N
bateau N 1 I	Syn	transbordeur
bateau N 1 I	Syn	vedette 2
bateau N 1 I	Syn	voilier
bateau N 1 I	Syn	yacht
bateau N 1 I	Cap	capitaine N, masc 2
bateau N 1 I	Cap	commandant II
bateau N 1 I	Magn	grand Adj I.1
bateau N 1 I	Magn	gros Adj III.2
bateau N 1 I	Magn	énorme I
bateau N 1 I	AntiBon	mauvais Adj I.1a
bateau N 1 I	AntiBon	rafiot
bateau N 1 I	Instr	en Prép IV.1
bateau N 1 I	Instr	par II.1
bateau N 1 I	Loc	à bord II
bateau N 1 I	Loc	dans I.1
bateau N 1 I	Loc	sur I.2
bateau N 1 I	Sing	coque
bateau N 1 I	Sing	quille II
bateau N 1 I	Sing	passerelle 2
bateau N 1 I	Sing	pont II
bateau N 1 I	Sing	cabine 1
bateau N 1 I	Sing	carré N II.2b
bateau N 1 I	Sing	cockpit 1
bateau N 1 I	Sing	mess
bateau N 1 I	Sing	poste d’équipage
bateau N 1 I	Sing	écoutille
bateau N 1 I	Sing	hublot
bateau N 1 I	Sing	cale
bateau N 1 I	Sing	ballast
bateau N 1 I	Sing	soute
bateau N 1 I	Sing	mât
bateau N 1 I	Sing	cheminée II.2
bateau N 1 I	Sing	proue
bateau N 1 I	Sing	étrave
bateau N 1 I	Sing	bord II.1
bateau N 1 I	Sing	bâbord
bateau N 1 I	Sing	tribord
bateau N 1 I	Sing	poupe
bateau N 1 I	Sing	étambot
bateau N 1 I	Mult	batellerie I
bateau N 1 I	Func0	lancer V IV.1
bateau N 1 I	Func0	à l’eau I.2
bateau N 1 I	Sloc	port 1
bateau N 1 I	Sloc	rade
bateau N 1 I	Sloc	base navale
bateau N 1 I	Sloc	dock
bateau N 1 I	Sloc	gare N 2
bateau N 1 I	Sloc	appontement
bateau N 1 I	Sloc	débarcadère
bateau N 1 I	Sloc	embarcadère
bateau N 1 I	Sloc	jetée
bateau N 1 I	Sloc	quai II.1
bateau N 1 I	Sloc	wharf
bateau N 1 I	Fact0	appareiller II
bateau N 1 I	Fact0	larguer les amarres I
bateau N 1 I	Fact0	lever l’ancre I
bateau N 1 I	Fact0	prendre la mer
bateau N 1 I	Fact0	prendre le large I
bateau N 1 I	S2	cargaison
bateau N 1 I	S2	chargement II
bateau N 1 I	S2	fret I
bateau N 1 I	S2	passager N
bateau N 1 I	S2	passagère
bateau N 1 I	Real2	prendre III.1b
bateau N 1 I	Real2	voyager I
bateau N 1 I	Real2	embarquer I.1a
bateau N 1 I	Real2	s’embarquer I
bateau N 1 I	Real2	monter II.1
bateau N 1 I	Real2	prendre place
bateau N 1 I	Real2	débarquer
bateau N 1 I	Real2	descendre IV
bateau N 1 I	Fact0	arriver I.1
bateau N 1 I	Fact0	toucher V II.1
bateau N 1 I	Fact0	accoster
bateau N 1 I	Fact0	jeter l’ancre
bateau N 1 I	Fact0	mouiller II
bateau N 1 I	Fact0	faire escale
bateau N 1 I	Fact2	transporter II
bateau N 1 I	Fact@	naviguer I.2
bateau N 1 I	Fact@	voguer
bateau N 1 I	Fact@	parcourir 1
bateau N 1 I	Fact@	sillonner II
bateau N 1 I	Fact@	cingler 2
bateau N 1 I	Fact0	s’échouer
bateau N 1 I	Fact0	couler III.1
bateau N 1 I	Fact0	sombrer I
bateau N 1 I	Fact0	naufrager
bateau N 1 I	Fact0	naufrage
bateau N 1 I	S1	marin N
bateau N 1 I	S1	équipage
bateau N 1 I	AntiMagn	petit Adj I.1
bateau N 1 I	AntiMagn	coquille de noix
bâtiment I.1	Syn	construction II
bâtiment I.1	Syn	immeuble N
bâton 1	Syn	barre 1
battre 1 I.1a	Syn	cogner I.1
battre 1 I.1a	Syn	passer à tabac
battre 1 I.1a	Syn	frapper II.1
battre 1 I.1a	Sinstr	fouet 1
bavard Adj	S1	bavarde
bavard Adj	S1	bavard N
bavard Adj	Syn	prolixe I
bavarder	S0	bavard
bavarder	Able1	bavard Adj
bavarder	S1	bavard N
bavarder	S1	bavarde
bavarder	Syn	discuter le coup
beau Adj I.1	S0	beauté II.1
beau Adj I.1	Magn	à croquer I.a
beau Adj I.1	Magn	à croquer I.b
beau Adj I.1	Syn	bel homme 2
beaucoup II	Syn	trop 1
beaucoup II	Syn	pas mal I.1
beaucoup II	Syn	vraiment I.b
beaucoup II	Syn	bougrement
beaucoup II	Syn	copieusement
beaucoup II	Syn	considérablement
beaucoup II	Syn	énormément 1
beaucoup II	Syn	formidablement a
beaucoup II	Syn	furieusement II
beaucoup II	Anti	un peu II
beauté II.1	Syn	charme 1 II.1
beauté II.1	Syn	grâce N II
beauté II.1	A1	beau Adj I.1
beauté II.1	S1	beauté II.2
bébé 2a	S2	mère 1 I.1a
bébé 2a	S2	père I.1a
bec I.1	Syn	bouche I.1c
bec I.1	AntiMagn	fin Adj I.1
bec I.1	AntiMagn	effilé
bec I.1	AntiMagn	mince Adj 1
bec I.1	AntiMagn	court Adj I
belge Adj 2	S1	Belge N, fém
belge Adj 2	S1	Belge N, masc
bénévole Adj I	S0	bénévolat
bénévole Adj I	Adv0	bénévolement
besoin	Syn	nécessité
bête Adj I	S0	bêtise I
bête Adj I	Magn	à manger du foin
bête Adj I	Syn	bébête Adj
bête Adj I	Syn	idiot Adj I
bête Adj I	Syn	stupide I
bête Adj I	Adv1	bêtement 1a
bête N 1	Syn	animal N I.1a
bête N 1	Syn	bestiole I
bêtise I	Anti	intelligence 2
bêtise I	Syn	imbécillité I
béton	A2	bétonné
béton	Gener	matériau
beurre	Func0	crémier
beurre	Func0	crémière
beurre	Sing	noisette III
beurre	Sing	noix II
beurre	Sing	motte I.1b
beurre	Func0	battre 1 I.2d
bicyclette I	Gener	deux-roues
bicyclette I	Gener	cycle 2
bicyclette I	S1	cycliste N, masc I
bicyclette I	S1	cycliste N, fém I
bicyclette I	S1	cyclotouriste N, masc
bicyclette I	S1	cyclotouriste N, fém
bicyclette I	Syn	vélo I
bicyclette I	Syn	bécane I.1
bicyclette I	Syn	biclo
bicyclette I	Syn	biclou
bicyclette I	Syn	petite reine 1
bicyclette I	Syn	vélocipède
bicyclette I	Instr	à IV.1a
bicyclette I	Instr	en Prép IV.1
bicyclette I	Fact0	rouler 1 VI.2a
bicyclette I	Fact0	circuler I.1
bicyclette I	Real1	descendre IV
bicyclette I	Real1	monter II.1
bicyclette I	Real1	enfourcher I
bicyclette I	Real1	grimper I.1
bicyclette I	AntiBon	clou II
bicyclette I	Real1	faire II.1
bicyclette I	Real1	pédaler I.1
bicyclette I	Real1	rouler 1 VI.2a
bicyclette I	Real1	circuler I.1
bicyclette I	Real1	se déplacer I.2b
bicyclette I	Real1	avoir l’air d’un crapaud sur une boîte d’allumettes
bicyclette I	Real1	en Prép IV.1
bicyclette I	Real1	guidon I
bien Adv 5a	Syn	vraiment I.a
bien Adv 5a	Syn	ben 1 III.b
bien N II	Anti	mal N I.2
bien que	Conv-ij	cependant
bien que	Conv-ij	mais 1
bien sûr	Syn	évidemment
bientôt 1	Syn	tantôt
bientôt 1	Syn	prochainement
bientôt 1	Syn	incessamment
bière 1 a	Magn	fort Adj II.2
bière 1 a	AntiMagn	léger III.2
bière 1 a	Sloc	brasserie I
bière 1 a	Gener	boisson I
bière 1 a	Gener	boisson alcoolisée
bière 1 a	Sing	bouteille 2b
bière 1 a	Sing	canette 1b
bière 1 a	Sing	verre II.1b
bière 1 a	Sing	bière 1 b
bière 1 a	Sing	bock b
bière 1 a	Sing	canette 2b
bière 1 a	Sing	chope b
bière 1 a	Sing	demi N
bière 1 a	Sing	pinte b
bière 1 a	Sing	pack b
bière 1 a	Real1	boire V I.1
bière 1 a	Real1	consommer I
bière 1 a	Real1	bouteille 1a
bière 1 a	Real1	canette 1a
bière 1 a	Real1	verre II.1a
bière 1 a	Real1	bock a
bière 1 a	Real1	canette 2a
bière 1 a	Real1	chope a
bière 1 a	Real1	pinte a
bifteck I	Syn	steak
bifteck I	Real1	manger V I.1a
bifteck I	Real1	cuire II
bifteck I	Real1	frire
bifteck I	Real1	griller 1 I
biscuit 1 2	Syn	gâteau I.b
bise 1	Syn	bisou
bizarre	Adv0	bizarrement
bizarre	S0	bizarrerie 1
bizarre	Syn	curieux Adj II
bizarre	Syn	étrange
bizarre	Syn	singulier Adj II
bizarre	Syn	excentrique Adj II.1
